Policy ID,Lapse,Lapse Year,Customer Info Exist ,Has Payment History,Policy Info Exist
PID_GWWEXQ0,?,?,1,0,1
PID_NBECAWB,1,2019,0,1,1
PID_6RMHM7A,?,?,1,0,1
PID_M15B95G,?,?,1,1,1
PID_XJ8E2LB,?,?,1,0,1
PID_7UXY7HP,?,?,1,0,1
PID_5JQ80US,?,?,0,1,1
PID_L015NW5,?,?,0,1,1
PID_OPET9O0,1,2019,0,1,1
PID_Q1GMV2M,?,?,0,1,1
PID_7TNGMBR,?,?,0,1,1
PID_1TTSA9Z,?,?,1,0,1
PID_PCO9YFN,?,?,0,1,1
PID_STXKAZ7,?,?,0,1,1
PID_3XFU7J6,?,?,1,0,1
PID_A5YP90D,1,2019,1,1,1
PID_RMAW49N,1,2018,0,1,1
PID_NPMR9VD,?,?,1,1,1
PID_ILU27HW,1,2018,0,1,1
PID_9QIXR5H,?,?,0,1,1
PID_3QEHQU4,?,?,0,1,1
PID_7FFX3HF,1,2019,1,1,1
PID_G8S707Z,?,?,0,1,1
PID_JOAE0FN,1,2018,0,1,1
PID_QLGIUPQ,1,2018,0,1,1
PID_OJYD347,?,?,1,1,1
PID_IZTNMXI,?,?,0,1,1
PID_QJ9FDEH,1,2019,0,0,1
PID_Z8655XI,?,?,1,1,1
PID_G0FXA29,?,?,0,1,1
PID_AI1VRFC,?,?,1,0,1
PID_C70L5PY,1,2018,1,1,1
PID_BPZ9HTT,1,2019,0,1,1
PID_OSSH65A,?,?,0,1,1
PID_TC6BAGB,?,?,1,1,1
PID_SJUC41X,?,?,1,0,1
PID_2SB8DEY,1,2018,0,1,1
PID_0EVDD94,?,?,1,0,1
PID_2ABNVPU,?,?,1,0,1
PID_PSFVFZC,?,?,1,0,1
PID_7GPVGJ7,1,2019,1,1,1
PID_51B2STE,1,2019,1,1,1
PID_KXVLUOT,1,2019,0,1,1
PID_WL5Y5DH,?,?,0,1,1
PID_2UEMAM0,?,?,0,1,1
PID_3A6340Y,1,2019,1,0,1
PID_WVV5CNM,1,2019,0,1,1
PID_JYT4SCZ,1,2019,1,0,1
PID_SJ9QUAU,?,?,1,0,1
PID_HWF2J1E,?,?,1,0,1
PID_N3KWKX3,?,?,0,1,1
PID_W55LWB9,?,?,1,0,1
PID_1VT69GZ,?,?,1,0,1
PID_2PAD854,?,?,0,1,1
PID_Y83HT0Q,?,?,0,1,1
PID_ISDB96S,1,2019,1,1,1
PID_8GHEJZ2,?,?,0,1,1
PID_TI3PX6B,?,?,0,1,1
PID_3ZW4QYY,?,?,0,1,1
PID_S2BXNE2,1,2018,0,1,1
PID_JC0R417,?,?,1,1,1
PID_29JUD0A,?,?,1,0,1
PID_3EE48Z0,?,?,1,0,1
PID_XLG85TC,1,2019,1,1,1
PID_2B0JVR8,?,?,0,1,1
PID_AUWH44M,1,2019,1,1,1
PID_C7OL9O7,1,2019,0,1,1
PID_C56DYVD,?,?,1,1,1
PID_6HIFY0Q,?,?,1,0,1
PID_2YWK25B,?,?,1,0,1
PID_64G923N,?,?,0,1,1
PID_1AUR9HQ,1,2018,0,1,1
PID_DTZH9T5,1,2019,0,1,1
PID_U39B5A4,?,?,1,0,1
PID_OD2SS7Q,?,?,1,0,1
PID_K2VB0ZI,?,?,1,1,1
PID_36LMEQQ,1,2019,1,1,1
PID_G763IKK,?,?,1,0,1
PID_CTK5KGC,?,?,0,1,1
PID_PTNKUPB,1,2018,0,1,1
PID_C3V0LFG,1,2019,1,0,1
PID_0KJEYIJ,1,2018,0,1,1
PID_VFY11EF,?,?,1,0,1
PID_DVX9X02,1,2019,1,0,1
PID_GZUYBY9,?,?,0,1,1
PID_H5AFSH6,?,?,1,1,1
PID_QKM6JBJ,1,2019,1,1,1
PID_18G79GQ,?,?,1,0,1
PID_RJP6EBQ,1,2019,1,1,1
PID_7UDOL2C,1,2019,1,1,1
PID_EUHK63A,1,2018,0,1,1
PID_S9KF2OM,1,2019,0,1,1
PID_4WUA25O,?,?,0,1,1
PID_GNB2P9Y,?,?,1,0,1
PID_VME0934,?,?,0,1,1
PID_09R5X28,?,?,1,1,1
PID_F1XZBC9,?,?,1,1,1
PID_QE488HD,?,?,1,0,1
PID_8XN4NVK,?,?,1,0,1
PID_SZ5UZZT,1,2019,1,1,1
PID_USGBE7K,?,?,0,1,1
PID_NVT9N1O,?,?,0,1,1
PID_KPLLTVL,?,?,1,1,1
PID_EOEECI8,1,2018,0,1,1
PID_G49RTQX,?,?,1,0,1
PID_GJPNC5K,?,?,0,1,1
PID_L6NJRUI,1,2017,0,1,1
PID_AEIJT4J,?,?,1,1,1
PID_3VOTAX9,?,?,1,0,1
PID_HFIF429,?,?,0,1,1
PID_PV7WN4V,?,?,0,1,1
PID_Z56OBLI,?,?,1,1,1
PID_VTAJ52I,?,?,1,0,1
PID_2MORPO9,1,2019,1,0,1
PID_9QMLCGB,?,?,0,1,1
PID_JEN46ZN,?,?,1,0,1
PID_P9SEMDY,1,2018,0,1,1
PID_NA184FW,?,?,1,0,1
PID_XMPMUFK,?,?,1,0,1
PID_KM999EU,?,?,0,1,1
PID_1I750NL,?,?,1,0,1
PID_HPOJNKL,?,?,0,1,1
PID_R8U0OSE,?,?,1,0,1
PID_Y6OV2GM,?,?,0,1,1
PID_CR4RP8E,?,?,1,1,1
PID_S2JVOOU,1,2019,0,1,1
PID_VTKXPHT,?,?,1,0,1
PID_A9IF8BE,?,?,1,0,1
PID_YOIM9EB,?,?,1,1,1
PID_IOQGG1M,?,?,1,0,1
PID_VQCOWAE,?,?,1,1,1
PID_4VZV6U5,1,2019,0,1,1
PID_XLZ1PEA,?,?,0,1,1
PID_2BLNW5Y,?,?,1,0,1
PID_P6VS3HD,?,?,0,1,1
PID_TA7TIX7,?,?,1,1,1
PID_BDF2M7U,1,2019,1,1,1
PID_9KBG771,?,?,0,1,1
PID_MQR9HGS,1,2019,0,1,1
PID_XP6UPTV,?,?,1,1,1
PID_URDV5PI,?,?,1,1,1
PID_3BT0LT5,1,2018,0,1,1
PID_SJO7232,?,?,1,0,1
PID_BCR9KVO,1,2019,1,1,1
PID_KQ4W7W5,1,2019,0,1,1
PID_SWTV45E,?,?,0,1,1
PID_TAVV7ZJ,1,2019,1,0,1
PID_FLNA2MY,?,?,1,0,1
PID_GY81VU9,?,?,0,1,1
PID_WESKP6R,?,?,1,0,1
PID_CQ7OSLP,1,2019,1,0,1
PID_0OLID0H,?,?,0,1,1
PID_12WCH17,?,?,1,0,1
PID_IMM5W2W,?,?,1,1,1
PID_E4FQ89Q,1,2018,0,1,1
PID_BFY3WNH,1,2019,1,1,1
PID_V3OI2BL,1,2019,1,1,1
PID_0NONJPL,?,?,0,1,1
PID_ZUS5FRX,?,?,1,0,1
PID_SSQW6EF,1,2018,0,1,1
PID_P89KSS9,?,?,1,0,1
PID_4FOEKG0,?,?,1,0,1
PID_0VVJ1DT,1,2018,0,1,1
PID_HEW7QK9,1,2018,1,1,1
PID_61H7N4Z,1,2019,1,1,1
PID_S8DRIUB,1,2019,1,0,1
PID_3Y3ECEF,1,2018,0,1,1
PID_H4JH790,1,2019,1,0,1
PID_UGKP2ZB,?,?,0,1,1
PID_33FAJ5K,1,2019,1,1,1
PID_NOXD8SV,?,?,1,1,1
PID_OFUDAVE,1,2018,0,1,1
PID_WARNRE6,1,2018,0,1,1
PID_T37XD0N,?,?,1,0,1
PID_UP2IV86,?,?,1,0,1
PID_XMEEUKK,?,?,1,1,1
PID_1QR9ERL,?,?,1,1,1
PID_K6VNBFG,1,2019,0,1,1
PID_9FNA2GM,?,?,0,1,1
PID_JH604ID,?,?,0,1,1
PID_SW3GGNM,?,?,1,0,1
PID_M98C45Q,1,2019,0,1,1
PID_ZKC45YZ,?,?,0,1,1
PID_X6M4GAW,?,?,1,0,1
PID_V2V527O,?,?,0,1,1
PID_S4NZYVL,?,?,1,0,1
PID_090VBH7,?,?,0,1,1
PID_LE6JD8T,?,?,0,1,1
PID_41QTW3H,?,?,1,0,1
PID_EU22HAB,1,2019,1,1,1
PID_WRVQRWD,?,?,1,1,1
PID_N4OE0DG,?,?,1,1,1
PID_EHZN66K,?,?,1,0,1
PID_FQ20Q2Y,?,?,1,1,1
PID_C60UZF2,?,?,1,1,1
PID_WOSPD26,?,?,0,1,1
PID_U5Q8GPN,?,?,1,1,1
PID_TJ7ZUZT,1,2017,0,1,1
PID_EOQVEFN,1,2019,0,1,1
PID_PKEWLON,?,?,1,0,1
PID_XIDYY38,?,?,1,1,1
PID_18IKKCQ,?,?,0,1,1
PID_51BT8I3,1,2017,0,1,1
PID_ZF3AK4T,1,2019,0,1,1
PID_F069Q11,1,2017,0,1,1
PID_KGN7FNQ,?,?,1,1,1
PID_Z3T86H2,1,2019,1,1,1
PID_QKH9KUT,1,2019,1,1,1
PID_S7YQKI4,?,?,1,0,1
PID_RV0RNQV,?,?,1,1,1
PID_596530B,?,?,1,0,1
PID_5Q6Y9S6,?,?,1,1,1
PID_XVEPIR3,?,?,0,1,1
PID_0VFL7RW,?,?,1,1,1
PID_IG2GDLL,?,?,1,0,1
PID_ROU1Z3J,?,?,1,0,1
PID_ONHPED5,1,2019,0,1,1
PID_UHHKM3R,1,2019,1,0,1
PID_JHWXR1O,?,?,1,1,1
PID_FFUEGOY,1,2019,1,1,1
PID_Z9OH82C,1,2018,0,1,1
PID_99L8K7E,?,?,1,1,1
PID_OFZNK39,?,?,1,0,1
PID_MDA7GJN,?,?,1,0,1
PID_W2M6Q8H,1,2018,0,1,1
PID_GBMD63W,1,2019,1,0,1
PID_UE65D3D,1,2019,0,1,1
PID_P7GX8OF,?,?,0,1,1
PID_C6KE6LT,?,?,1,1,1
PID_T6VXOYH,1,2019,0,1,1
PID_TOBE8PE,1,2017,0,1,1
PID_SUX2SZ0,1,2019,1,1,1
PID_JPWPXUQ,1,2018,0,1,1
PID_ROUC36C,1,2018,0,1,1
PID_7FIHRX3,1,2018,0,1,1
PID_G2LBN9G,?,?,1,1,1
PID_6AVM7PC,1,2018,0,1,1
PID_9I9LESN,?,?,0,1,1
PID_FG10W3X,1,2019,0,1,1
PID_ES4HHHH,1,2019,0,0,1
PID_FL1EFN8,?,?,0,1,1
PID_487XUFU,?,?,1,1,1
PID_YT7U8WR,?,?,0,1,1
PID_861KWTE,1,2018,0,1,1
PID_B9Y5PA1,1,2018,0,1,1
PID_V6JEDP1,1,2017,0,1,1
PID_N6O2BLB,?,?,1,1,1
PID_E5R837P,?,?,1,0,1
PID_WC697DQ,1,2019,1,1,1
PID_9EENULM,?,?,1,0,1
PID_VGIKF7L,?,?,1,0,1
PID_8GIN50V,?,?,1,1,1
PID_TK9FYLZ,1,2019,1,0,1
PID_M0F3A0F,1,2019,1,1,1
PID_KXV9DX1,?,?,0,1,1
PID_TM312WL,1,2019,1,1,1
PID_I84DBAJ,1,2019,1,1,1
PID_RV1YVVC,1,2018,0,1,1
PID_BZSSNY6,?,?,1,0,1
PID_UIUTPWY,?,?,1,1,1
PID_L4CYMOM,?,?,1,0,1
PID_9JEYO0W,?,?,1,0,1
PID_ALM5IY9,1,2018,0,1,1
PID_HRBRQG0,?,?,1,1,1
PID_C2PDY1V,1,2018,0,1,1
PID_XZE5HUX,?,?,0,1,1
PID_D3U8N12,1,2019,1,0,1
PID_XWQOAXO,1,2018,0,1,1
PID_CEYN6CK,?,?,1,1,1
PID_OQ8U3KT,1,2019,1,1,1
PID_R6QKWNZ,?,?,0,1,1
PID_HRJWCGS,1,2018,0,1,1
PID_77JNS4J,1,2018,0,1,1
PID_JM67DRE,1,2019,0,1,1
PID_BC7GBR3,?,?,1,0,1
PID_JB16Q28,?,?,1,0,1
PID_V0E3TPE,?,?,1,0,1
PID_905TXQV,1,2018,0,1,1
PID_HJBYNRF,?,?,1,0,1
PID_J2QT3WC,?,?,1,0,1
PID_7WR4OY4,?,?,1,0,1
PID_L0VPOO4,?,?,1,0,1
PID_XE59CAR,?,?,1,0,1
PID_AL5LK2Y,?,?,0,1,1
PID_CG6HL6H,1,2018,0,1,1
PID_EIQCM38,?,?,1,0,1
PID_3MVI20X,?,?,1,1,1
PID_28BQJNK,?,?,1,0,1
PID_OFQBT4T,1,2019,1,1,1
PID_WED4RZ5,?,?,1,1,1
PID_VVXMLMP,1,2019,0,1,1
PID_4E2R3MJ,?,?,0,1,1
PID_9SPCKT0,?,?,0,1,1
PID_GLXSF2P,1,2017,0,1,1
PID_695CHRB,?,?,1,0,1
PID_4BM6VS6,1,2018,0,1,1
PID_KQFT06T,?,?,1,1,1
PID_9D7E5EB,1,2019,1,1,1
PID_A1YKMK4,?,?,0,1,1
PID_6NA4P6Y,?,?,0,1,1
PID_1BXMAGQ,?,?,1,0,1
PID_VD83WQ5,1,2018,0,1,1
PID_OJIZMN9,?,?,1,0,1
PID_ETK99RJ,?,?,1,0,1
PID_5NAIZ1H,?,?,1,0,1
PID_7R2ALNL,?,?,0,1,1
PID_W4D4RGE,?,?,0,1,1
PID_NF20CP4,?,?,0,1,1
PID_LG33KXE,?,?,0,1,1
PID_05ZU19Z,1,2019,1,1,1
PID_BFF9BFR,?,?,0,1,1
PID_H7JK09A,?,?,1,0,1
PID_RRYBNN4,?,?,0,1,1
PID_T6Z1CZA,1,2018,0,1,1
PID_1OXQ3VM,1,2018,0,1,1
PID_ZNFSMXA,?,?,1,0,1
PID_YIBS6JL,?,?,1,1,1
PID_DCUUCWU,?,?,1,0,1
PID_OHEQJLM,?,?,1,1,1
PID_GC1GTKV,?,?,1,0,1
PID_OE4VDNR,1,2018,0,1,1
PID_PA8S33N,?,?,1,0,1
PID_U9AXG6O,?,?,1,1,1
PID_DRL5Y9F,?,?,1,0,1
PID_05RRHG3,?,?,0,1,1
PID_AY8MAXG,?,?,0,1,1
PID_A02HF73,?,?,1,1,1
PID_EETZG51,?,?,1,0,1
PID_XMCY56X,?,?,1,0,1
PID_1B0BXOS,1,2019,1,1,1
PID_MPDQ9WS,1,2019,1,0,1
PID_8ED9IF9,?,?,0,1,1
PID_C86BRDW,?,?,0,1,1
PID_V396A39,1,2019,1,0,1
PID_K2DTXGV,?,?,1,1,1
PID_J8JKVE1,?,?,0,1,1
PID_ZTVGSLP,1,2018,0,1,1
PID_5H3S92X,?,?,0,1,1
PID_BX2ZMKC,1,2019,1,1,1
PID_IA57G5Y,1,2018,0,1,1
PID_LK8YAH3,1,2019,1,1,1
PID_QCY3QNW,1,2018,0,1,1
PID_61XHMG9,?,?,1,1,1
PID_880W3KW,?,?,0,1,1
PID_4SII6MC,1,2019,1,1,1
PID_ZH1N9ZB,1,2019,1,1,1
PID_DYLWQ7Y,?,?,1,0,1
PID_AOJVE7G,1,2019,1,1,1
PID_A4YMJ13,1,2018,0,1,1
PID_C8X4YUX,1,2018,0,1,1
PID_DAN252U,1,2019,0,1,1
PID_VSOE7QZ,1,2018,0,1,1
PID_GP4Y9ZB,1,2019,1,0,1
PID_BSV20QV,1,2017,0,1,1
PID_KIGJJG1,1,2018,0,1,1
PID_LK0SBWH,1,2019,0,1,1
PID_AB0HHIW,1,2018,0,1,1
PID_8RQTNBA,?,?,1,0,1
PID_PFSZ9XU,1,2019,0,1,1
PID_NREDBOD,?,?,1,0,1
PID_Y81EVGY,1,2017,0,1,1
PID_3CG79O2,1,2018,0,1,1
PID_5SE7SKD,?,?,1,1,1
PID_G8BS3ZO,1,2018,0,1,1
PID_P665QQQ,?,?,1,0,1
PID_9A3VNOM,?,?,0,1,1
PID_LO1ZKV7,1,2019,1,1,1
PID_3SHZP5O,?,?,1,0,1
PID_N0ISMA5,?,?,1,1,1
PID_8TLBLDI,?,?,1,1,1
PID_82UIAXL,?,?,1,0,1
PID_NP2EA5Q,?,?,1,1,1
PID_B9DKW2V,?,?,1,0,1
PID_5GQEPVE,1,2018,0,1,1
PID_UPL3CX2,?,?,1,1,1
PID_P8CDKCS,?,?,0,1,1
PID_1HY2RKZ,1,2018,1,1,1
PID_RCPP6TN,?,?,0,1,1
PID_VR00NJ3,?,?,1,0,1
PID_ZR2KHOH,?,?,0,1,1
PID_EBR32LI,?,?,1,0,1
PID_1UCOFKI,?,?,0,1,1
PID_DTU5H6F,1,2019,0,1,1
PID_O030P8B,1,2019,0,1,1
PID_MC9PI5H,?,?,1,0,1
PID_1PKY90K,?,?,1,1,1
PID_4D2U0HK,?,?,0,1,1
PID_4928TWH,?,?,0,1,1
PID_V3R1MCG,?,?,0,1,1
PID_PC1ZZKS,?,?,1,1,1
PID_GIE7WVC,1,2019,0,1,1
PID_U52UMER,1,2017,0,1,1
PID_0DNCGAT,1,2019,0,1,1
PID_GGSYHEK,1,2018,0,1,1
PID_0J0UNVN,1,2019,1,1,1
PID_I4EOBBG,?,?,0,1,1
PID_DKAMM2Y,1,2019,1,1,1
PID_JEOMDAC,?,?,0,1,1
PID_YTXXERA,?,?,1,1,1
PID_HTXOU79,1,2018,0,1,1
PID_HZTPS6F,1,2019,1,1,1
PID_0MYUUJG,1,2019,1,1,1
PID_CERYXS2,?,?,0,1,1
PID_5T7EKLR,?,?,1,1,1
PID_5RZRUXF,?,?,0,1,1
PID_CBWUID8,?,?,1,1,1
PID_QN72TWR,1,2019,1,1,1
PID_HFDNE9S,?,?,1,1,1
PID_NUO3AEL,1,2019,0,1,1
PID_ZTGVY81,?,?,0,1,1
PID_X4VKEI4,?,?,1,0,1
PID_0GP5AEP,1,2019,0,1,1
PID_7CKUDOU,1,2019,1,1,1
PID_WSVE5G3,?,?,1,1,1
PID_NWQPXT2,1,2018,0,1,1
PID_8ZR0UTQ,1,2018,0,1,1
PID_0M9NYGE,1,2019,0,1,1
PID_9OQAY8N,?,?,1,0,1
PID_VRK9S2V,?,?,1,1,1
PID_ENRJKBL,1,2018,0,1,1
PID_L9NW7W2,1,2018,0,1,1
PID_97EBW7V,?,?,0,1,1
PID_PLYXHI1,1,2018,0,1,1
PID_V2QOE74,1,2019,0,1,1
PID_05PV6U9,1,2019,0,1,1
PID_HRZDQF7,1,2018,0,1,1
PID_Q8JEXWM,?,?,1,1,1
PID_Q0B4AO0,?,?,1,0,1
PID_NU8BL9B,?,?,1,0,1
PID_PHZLP0N,?,?,0,1,1
PID_XBG8KOW,?,?,0,1,1
PID_8Q1CEYF,?,?,1,1,1
PID_ZWVFYE7,?,?,1,0,1
PID_6G1T4WJ,1,2017,0,1,1
PID_22SGJEV,1,2018,0,1,1
PID_DLO5ETL,?,?,1,0,1
PID_RSILQCL,1,2019,0,1,1
PID_CEHYS6R,1,2019,0,1,1
PID_34H4ZA1,?,?,1,0,1
PID_AMA0BH2,?,?,1,1,1
PID_DG5WX25,?,?,0,1,1
PID_448YBBE,1,2019,1,1,1
PID_PSNUM8B,1,2018,0,1,1
PID_KRD25LX,1,2019,0,1,1
PID_5XTLI68,1,2019,0,1,1
PID_19VL74X,?,?,1,0,1
PID_EXSZNNV,1,2019,1,1,1
PID_YELJ06V,?,?,1,1,1
PID_69MFDS3,?,?,1,1,1
PID_USNLYK3,1,2018,0,1,1
PID_BOIDY51,?,?,1,0,1
PID_9FO6T9W,1,2017,0,1,1
PID_EDQMYDL,1,2019,1,0,1
PID_XJTYAR5,?,?,0,1,1
PID_AU2KNGF,?,?,1,1,1
PID_MBJE76L,?,?,1,1,1
PID_LJ58V8W,?,?,0,1,1
PID_99TDO6K,1,2018,0,1,1
PID_6P9OGAX,?,?,1,1,1
PID_61YDPC1,1,2018,0,1,1
PID_6F49CK6,?,?,0,1,1
PID_KN0M145,?,?,0,0,1
PID_AOGYQ1R,?,?,1,1,1
PID_0GU2D1Y,1,2019,0,1,1
PID_83KAXT1,?,?,0,1,1
PID_01TXUZX,?,?,1,0,1
PID_XQCR567,?,?,1,1,1
PID_1RKP8LN,?,?,0,1,1
PID_GFBFDKA,?,?,1,1,1
PID_J1Z06N6,1,2018,0,1,1
PID_768ZOYV,?,?,1,0,1
PID_MHUUMPB,1,2018,0,1,1
PID_UBYDU42,?,?,1,0,1
PID_0U5G56I,?,?,1,0,1
PID_UUZ0M9N,?,?,0,1,1
PID_ZCONX7C,?,?,0,1,1
PID_XINM9ND,?,?,1,0,1
PID_CDOLCSF,?,?,0,1,1
PID_CDGYALS,1,2019,0,1,1
PID_0R49AK0,?,?,0,1,1
PID_C48GX4B,1,2019,0,1,1
PID_7MSIPLU,?,?,0,1,1
PID_FKW95FU,1,2018,0,1,1
PID_SNHCFUW,?,?,0,1,1
PID_RY3GWFK,1,2019,1,1,1
PID_TTUH40V,?,?,0,0,1
PID_8TMYL41,1,2019,1,1,1
PID_4K0VKJG,1,2018,0,1,1
PID_N4WDCFU,1,2019,1,1,1
PID_LWZB3ES,?,?,0,1,1
PID_VHOTR9Z,?,?,1,0,1
PID_E1QI159,?,?,1,0,1
PID_APK01EH,?,?,1,1,1
PID_75YUUGZ,?,?,0,1,1
PID_2XRAA6G,1,2018,0,1,1
PID_N4WME8G,1,2018,0,1,1
PID_R664X19,1,2019,0,0,1
PID_7OD4RRL,1,2019,0,1,1
PID_HOUZEZ0,?,?,0,1,1
PID_69CXSQV,?,?,1,0,1
PID_6E2ENBX,1,2019,0,1,1
PID_NGN80BD,1,2019,1,1,1
PID_LNMV5P7,1,2018,0,1,1
PID_OYCYKS2,?,?,1,0,1
PID_YEYBUP2,?,?,1,0,1
PID_TJIHMP6,?,?,1,0,1
PID_RKEYNLQ,1,2018,0,1,1
PID_5NE1KMB,1,2019,0,1,1
PID_I1AYSC0,?,?,1,0,1
PID_PGQIE68,?,?,0,1,1
PID_VN85N7N,1,2019,1,1,1
PID_1I4E0PK,1,2019,1,0,1
PID_GL4CLY0,?,?,1,0,1
PID_XDBZOL7,1,2019,0,1,1
PID_939FRSN,?,?,1,1,1
PID_D6VUPEV,?,?,1,0,1
PID_Y16CMMN,?,?,1,1,1
PID_GPNIBVY,1,2019,1,0,1
PID_0NVC7UI,?,?,1,0,1
PID_BU7EF17,1,2019,1,1,1
PID_2I011O7,?,?,1,0,1
PID_WVM78HL,?,?,1,0,1
PID_VFU6JW7,?,?,1,0,1
PID_F654GI5,1,2019,1,1,1
PID_WDCX8KL,1,2019,1,1,1
PID_YZFBYWM,1,2019,1,1,1
PID_4VY7ABA,1,2019,1,1,1
PID_KN2DXKH,?,?,1,0,1
PID_4FG5WL1,?,?,0,1,1
PID_I7XXGSC,?,?,0,1,1
PID_RRF6IUF,1,2019,1,0,1
PID_WNKFF8E,?,?,1,0,1
PID_8WANPYR,1,2019,1,1,1
PID_LJ20VKM,1,2019,0,1,1
PID_MLPUF7E,1,2019,0,1,1
PID_VYFNSGG,?,?,1,0,1
PID_HKN9J6U,?,?,0,1,1
PID_6D9DKTG,?,?,1,1,1
PID_8O5FTPA,?,?,0,1,1
PID_Z2FSQEX,?,?,1,0,1
PID_4U130AD,?,?,1,0,1
PID_YQ5PBRT,1,2018,0,1,1
PID_986QDJ5,?,?,0,1,1
PID_QD0BSHW,?,?,1,1,1
PID_TXIAAG2,1,2019,0,1,1
PID_3YARPZ6,?,?,0,1,1
PID_5O4TOPB,?,?,0,1,1
PID_N3LFI9U,?,?,0,1,1
PID_2G4HKO6,?,?,1,0,1
PID_9WMMA2H,1,2018,1,1,1
PID_O5X4CR8,1,2018,0,1,1
PID_XNDFLBQ,1,2019,1,0,1
PID_VJ1LQBP,1,2018,0,1,1
PID_L42Y4UR,1,2018,0,1,1
PID_YN7S8P3,?,?,0,1,1
PID_YEAE3HX,?,?,0,1,1
PID_ON4CYOK,?,?,1,1,1
PID_BQ5F51Z,?,?,1,1,1
PID_8PLPHUQ,1,2019,1,1,1
PID_CWXIBDQ,?,?,0,1,1
PID_UKQJPFO,?,?,0,1,1
PID_ZQ7ANCV,?,?,0,1,1
PID_3AJFVYV,?,?,1,1,1
PID_7FK6GGW,?,?,0,1,1
PID_53I1ZXH,?,?,1,1,1
PID_AKM7MNH,1,2019,1,1,1
PID_DNU4A77,?,?,1,0,1
PID_AGNSFHQ,1,2018,0,1,1
PID_IYRQQWM,1,2018,0,1,1
PID_27N381X,?,?,1,1,1
PID_4GFBY0O,1,2018,0,1,1
PID_UGFHFTX,1,2019,0,1,1
PID_LVHH8MX,1,2017,0,1,1
PID_6VWYGI5,?,?,1,0,1
PID_DHYLYP4,?,?,1,1,1
PID_Z33B339,1,2019,0,1,1
PID_INW3UMN,?,?,1,0,1
PID_PAG6O6J,?,?,1,0,1
PID_2A9ZCD0,?,?,0,1,1
PID_VG30V8F,1,2019,0,1,1
PID_XYOLHE3,1,2019,1,0,1
PID_QUJKAHZ,?,?,1,0,1
PID_76868E3,?,?,0,1,1
PID_LAMEZGS,?,?,0,1,1
PID_DANGUKX,?,?,1,1,1
PID_P2JGU17,1,2019,1,1,1
PID_CPYNWMK,1,2019,1,1,1
PID_OZOCJ3S,?,?,0,1,1
PID_P04UF84,?,?,0,1,1
PID_A4SH90W,?,?,1,0,1
PID_ZYVNDNT,1,2019,0,1,1
PID_IRBP1NH,1,2019,0,1,1
PID_G0OCMIC,1,2019,1,1,1
PID_5S3CQ4O,?,?,1,0,1
PID_E6AJ2P7,1,2019,0,1,1
PID_79MFUIL,?,?,1,0,1
PID_HDNA2ME,?,?,1,1,1
PID_OJK0XLX,1,2018,0,1,1
PID_6PW8NT9,?,?,1,0,1
PID_F6SLLAO,?,?,1,0,1
PID_FY02PCW,1,2019,1,1,1
PID_IW00ZOQ,?,?,0,0,1
PID_OESPSYS,1,2019,1,1,1
PID_DB232L9,?,?,0,1,1
PID_ZQU8V0T,?,?,0,1,1
PID_AP1GC3L,?,?,0,1,1
PID_85IRPBZ,1,2018,0,1,1
PID_FBQYNXX,1,2019,0,1,1
PID_PR4EBK0,1,2019,1,1,1
PID_7YYW8YL,?,?,0,1,1
PID_H3F5HQB,?,?,0,1,1
PID_0G2JME6,?,?,1,1,1
PID_QV9QL91,1,2019,1,0,1
PID_PGN6U7R,?,?,1,0,1
PID_12HGD6A,1,2019,0,1,1
PID_VKVNM3M,1,2019,0,1,1
PID_C2B3QCZ,?,?,1,0,1
PID_3X9ZQ05,?,?,1,0,1
PID_0CA7T7N,?,?,1,1,1
PID_V1BR62B,1,2018,0,1,1
PID_Y525ZGX,?,?,1,1,1
PID_FEG8H6Z,?,?,1,1,1
PID_DRXWHU6,?,?,0,1,1
PID_Q4BFIY4,?,?,1,1,1
PID_RIQSBVM,1,2019,1,0,1
PID_DHJ2UD8,1,2019,1,1,1
PID_2JV78FY,1,2019,0,1,1
PID_Y8SR5I7,?,?,1,1,1
PID_LLJKZPN,?,?,0,1,1
PID_HVPBMNV,?,?,1,0,1
PID_3KM65LS,1,2018,0,1,1
PID_JOOFZ4R,1,2019,0,1,1
PID_8XP4BSM,?,?,1,1,1
PID_GBLKSLO,?,?,0,1,1
PID_5376M72,?,?,1,0,1
PID_QIFEQS7,1,2019,0,0,1
PID_F6EYHJ1,?,?,1,1,1
PID_MSTKLBO,?,?,0,1,1
PID_KRR7HTT,1,2019,1,1,1
PID_K4FK1G3,?,?,1,0,1
PID_VPG4MRW,1,2019,1,1,1
PID_5GHVTEJ,?,?,1,0,1
PID_VMS4DYF,?,?,1,0,1
PID_HIBBIJO,?,?,1,0,1
PID_JZ34UBB,?,?,1,1,1
PID_RIN6KJ3,?,?,1,1,1
PID_PXTKVCH,?,?,1,0,1
PID_DZK4X5D,?,?,1,1,1
PID_48HNUAY,?,?,0,1,1
PID_KN7N3G0,?,?,1,0,1
PID_E45QJPL,1,2019,1,1,1
PID_LRCT7SS,?,?,1,0,1
PID_BS64C64,1,2019,0,1,1
PID_VVYLPYT,?,?,1,0,1
PID_AMG6FJ8,?,?,1,0,1
PID_QJLAX56,?,?,0,1,1
PID_V9BUMZP,?,?,1,0,1
PID_KNNISQD,?,?,1,0,1
PID_RO47F3C,1,2018,0,1,1
